# =====================================================================
# data/efficacy.csv — Populated from IPM-0028A (2026), Tables 2 and 3.
#
# Long format: one row per (product, weed) rating.
#   rating: E | G | F | P | —    (Excellent / Good / Fair / Poor / no data)
#   scenario: optional qualifier
#
# Where Table 3 lists a hyphenated rating like "G-E", we encode the
# lower value (G-E -> G; F-G -> F) to be conservative on coverage claims.
# Where the original table shows "—" (no data), we omit the row so the
# scorer treats it as 0.
#
# Coverage scope of this file:
#   - All broadleaf weeds in Table 3 for the 18 herbicide columns shown
#   - Key grass weeds in Table 2 (legume forage and perennial-grass scenarios)
#     (perennial grass scenario)
# Lines starting with # are ignored.
# =====================================================================
unique_id,weed_id,rating,scenario
IPM-009,pigweed,G,
IPM-009,plantain,E,
IPM-009,prickly_sida,G,
IPM-009,ragweed,E,
IPM-009,red_sorrel,G,
IPM-009,stinging_nettle,G,
IPM-009,smartweed,E,
IPM-009,thistle,E,
IPM-009,tropical_soda_apple,G,
IPM-009,wild_garlic,F,
# Cimarron Max = IPM-010
IPM-010,spiny_amaranth,G,
IPM-010,bitterweed,E,
IPM-010,blackberry,F,
IPM-010,buttercup,E,
IPM-010,wooly_croton,E,
IPM-010,curly_dock,E,
IPM-010,dogfennel,E,
IPM-010,henbit,E,
IPM-010,horsenettle,G,
IPM-010,horseweed,E,
IPM-010,ironweed,P,
IPM-010,jimsonweed,F,
IPM-010,lambsquarters,E,
IPM-010,perilla_mint,E,
IPM-010,pigweed,G,
IPM-010,plantain,E,
IPM-010,ragweed,G,
IPM-010,red_sorrel,G,
IPM-010,multiflora_rose,F,
IPM-010,smartweed,E,
IPM-010,thistle,E,
IPM-010,tropical_soda_apple,P,
IPM-010,wild_garlic,G,
# Crossbow = IPM-012
IPM-012,spiny_amaranth,G,
IPM-012,blackberry,G,
IPM-012,buttercup,F,
IPM-012,wooly_croton,E,
IPM-012,curly_dock,E,
IPM-012,dogfennel,F,
IPM-012,goldenrod,F,
IPM-012,ground_cherry,F,
IPM-012,henbit,F,
IPM-012,horsenettle,F,
IPM-012,horseweed,F,
IPM-012,ironweed,F,
IPM-012,jimsonweed,G,
IPM-012,lambsquarters,E,
IPM-012,perilla_mint,E,
IPM-012,pigweed,E,
IPM-012,plantain,G,
IPM-012,poison_ivy,G,
IPM-012,ragweed,E,
IPM-012,red_sorrel,F,
IPM-012,multiflora_rose,F,
IPM-012,smartweed,G,
IPM-012,stinging_nettle,F,
IPM-012,thistle,F,
# Duracor = IPM-014
IPM-014,spiny_amaranth,G,
IPM-014,bitterweed,E,
IPM-014,blackberry,F,
IPM-014,buttercup,E,
IPM-014,wooly_croton,E,
IPM-014,curly_dock,E,
IPM-014,dogfennel,F,
IPM-014,goldenrod,G,
IPM-014,ground_cherry,G,
IPM-014,henbit,G,
IPM-014,horsenettle,G,
IPM-014,horseweed,E,
IPM-014,ironweed,G,
IPM-014,jimsonweed,E,
IPM-014,lambsquarters,E,
IPM-014,milkweed,P,
IPM-014,perilla_mint,E,
IPM-014,pigweed,G,
IPM-014,plantain,E,
IPM-014,ragweed,G,
IPM-014,multiflora_rose,F,
IPM-014,prickly_sida,G,
IPM-014,smartweed,G,
IPM-014,stinging_nettle,E,
IPM-014,thistle,G,
IPM-014,tropical_soda_apple,E,
IPM-014,blue_vervain,E,
IPM-014,wild_mustard,G,
# ForeFront HL / GrazonNext HL = IPM-016
IPM-016,spiny_amaranth,G,
IPM-016,bitterweed,E,
IPM-016,buttercup,E,
IPM-016,showy_crotolaria,E,
IPM-016,wooly_croton,E,
IPM-016,curly_dock,E,
IPM-016,dogfennel,F,
IPM-016,goldenrod,F,
IPM-016,ground_cherry,E,
IPM-016,henbit,G,
IPM-016,horsenettle,G,
IPM-016,horseweed,G,
IPM-016,ironweed,F,
IPM-016,jimsonweed,E,
IPM-016,lambsquarters,E,
IPM-016,perilla_mint,E,
IPM-016,pigweed,G,
IPM-016,plantain,E,
IPM-016,ragweed,G,
IPM-016,multiflora_rose,P,
IPM-016,prickly_sida,F,
IPM-016,smartweed,E,
IPM-016,stinging_nettle,E,
IPM-016,thistle,F,
IPM-016,tropical_soda_apple,E,
IPM-016,blue_vervain,G,
IPM-016,wild_mustard,G,
# Grazon P+D = IPM-019
IPM-019,spiny_amaranth,G,
IPM-019,bitterweed,E,
IPM-019,blackberry,F,
IPM-019,buttercup,E,
IPM-019,showy_crotolaria,E,
IPM-019,wooly_croton,E,
IPM-019,curly_dock,E,
IPM-019,dewberry,F,
IPM-019,dogfennel,E,
IPM-019,goldenrod,G,
IPM-019,ground_cherry,F,
IPM-019,henbit,F,
IPM-019,horsenettle,G,
IPM-019,horseweed,E,
IPM-019,ironweed,P,
IPM-019,jimsonweed,F,
IPM-019,lambsquarters,E,
IPM-019,perilla_mint,E,
IPM-019,pigweed,E,
IPM-019,plantain,E,
IPM-019,poison_ivy,G,
IPM-019,ragweed,E,
IPM-019,red_sorrel,E,
IPM-019,multiflora_rose,F,
IPM-019,prickly_sida,P,
IPM-019,smartweed,E,
IPM-019,stinging_nettle,E,
IPM-019,thistle,E,
IPM-019,tropical_soda_apple,E,
IPM-019,blue_vervain,G,
IPM-019,wild_mustard,E,
# Impose / Plateau = IPM-020 (and IPM-036 for bermuda scenario)
IPM-020,buttercup,F,
IPM-020,wooly_croton,E,
IPM-020,smartweed,G,
IPM-020,wild_mustard,G,
# Pasturegard HL = IPM-026
IPM-026,spiny_amaranth,F,
IPM-026,bitterweed,E,
IPM-026,blackberry,F,
IPM-026,buttercup,F,
IPM-026,showy_crotolaria,E,
IPM-026,wooly_croton,E,
IPM-026,curly_dock,G,
IPM-026,dewberry,F,
IPM-026,dogfennel,E,
IPM-026,goldenrod,G,
IPM-026,henbit,E,
IPM-026,horsenettle,F,
IPM-026,horseweed,G,
IPM-026,ironweed,G,
IPM-026,lambsquarters,E,
IPM-026,milkweed,P,
IPM-026,perilla_mint,G,
IPM-026,plantain,G,
IPM-026,ragweed,G,
IPM-026,multiflora_rose,F,
IPM-026,smartweed,F,
IPM-026,stinging_nettle,E,
IPM-026,thistle,G,
# Remedy Ultra = IPM-027
IPM-027,spiny_amaranth,F,
IPM-027,bitterweed,G,
IPM-027,blackberry,F,
IPM-027,buttercup,F,
IPM-027,wooly_croton,E,
IPM-027,curly_dock,E,
IPM-027,dewberry,F,
IPM-027,dogfennel,F,
IPM-027,goldenrod,G,
IPM-027,henbit,G,
IPM-027,horsenettle,P,
IPM-027,horseweed,G,
IPM-027,ironweed,F,
IPM-027,jimsonweed,G,
IPM-027,lambsquarters,E,
IPM-027,milkweed,F,
IPM-027,plantain,E,
IPM-027,poison_ivy,G,
IPM-027,ragweed,G,
IPM-027,multiflora_rose,G,
IPM-027,smartweed,G,
IPM-027,stinging_nettle,E,
IPM-027,thistle,G,
IPM-027,tropical_soda_apple,G,
# Sharpen = IPM-031
IPM-031,spiny_amaranth,E,
IPM-031,bitterweed,E,
IPM-031,buttercup,E,
IPM-031,wooly_croton,G,
IPM-031,curly_dock,G,
IPM-031,ground_cherry,E,
IPM-031,horsenettle,G,
IPM-031,horseweed,E,
IPM-031,ironweed,G,
IPM-031,jimsonweed,E,
IPM-031,lambsquarters,E,
IPM-031,milkweed,G,
IPM-031,perilla_mint,F,
IPM-031,pigweed,E,
IPM-031,plantain,G,
IPM-031,ragweed,E,
IPM-031,red_sorrel,E,
IPM-031,prickly_sida,E,
IPM-031,smartweed,E,
IPM-031,stinging_nettle,F,
IPM-031,thistle,G,
IPM-031,blue_vervain,G,
IPM-031,wild_mustard,E,
# Surmount = IPM-032
IPM-032,spiny_amaranth,E,
IPM-032,bitterweed,E,
IPM-032,buttercup,G,
IPM-032,wooly_croton,E,
IPM-032,curly_dock,E,
IPM-032,dewberry,F,
IPM-032,dogfennel,G,
IPM-032,goldenrod,F,
IPM-032,henbit,E,
IPM-032,horsenettle,E,
IPM-032,horseweed,E,
IPM-032,ironweed,G,
IPM-032,jimsonweed,F,
IPM-032,lambsquarters,E,
IPM-032,milkweed,F,
IPM-032,perilla_mint,E,
IPM-032,pigweed,E,
IPM-032,plantain,G,
IPM-032,poison_ivy,G,
IPM-032,pricklypear,G,
IPM-032,ragweed,E,
IPM-032,red_sorrel,G,
IPM-032,multiflora_rose,G,
IPM-032,smartweed,E,
IPM-032,stinging_nettle,E,
IPM-032,thistle,E,
IPM-032,tropical_soda_apple,E,
IPM-032,blue_vervain,E,
IPM-032,wild_mustard,E,
# Velpar (DF and L) = IPM-033 / IPM-034
IPM-033,spiny_amaranth,G,
IPM-033,bitterweed,E,
IPM-033,buttercup,E,
IPM-033,wooly_croton,E,
IPM-033,curly_dock,E,
IPM-033,dogfennel,G,
IPM-033,goldenrod,G,
IPM-033,henbit,F,
IPM-033,horsenettle,F,
IPM-033,horseweed,E,
IPM-033,lambsquarters,E,
IPM-033,pigweed,E,
IPM-033,plantain,G,
IPM-033,ragweed,E,
IPM-033,red_sorrel,F,
IPM-033,multiflora_rose,F,
IPM-033,prickly_sida,E,
IPM-033,smartweed,E,
IPM-033,stinging_nettle,P,
IPM-033,thistle,G,
IPM-033,tropical_soda_apple,F,
IPM-034,spiny_amaranth,G,
IPM-034,bitterweed,E,
IPM-034,buttercup,E,
IPM-034,horsenettle,F,
IPM-034,horseweed,E,
IPM-034,pigweed,E,
IPM-034,ragweed,E,
IPM-034,thistle,G,
# ---- GRASSES from Table 17 (perennial grass scenario) ----
# Pastora = IPM-025
IPM-025,barnyardgrass,E,
IPM-025,bahiagrass,G,
IPM-025,crabgrass,F,
IPM-025,dallisgrass,F,
IPM-025,foxtail,G,
IPM-025,knotroot_foxtail,F,
IPM-025,goosegrass,F,
IPM-025,johnsongrass,G,
IPM-025,johnsongrass_seedling,E,
IPM-025,fall_panicum,G,
IPM-025,texas_panicum,G,
IPM-025,italian_ryegrass,G,
IPM-025,sandbur,F,
IPM-025,signalgrass,G,
IPM-025,vaseygrass,G,
# Prowl H2O = IPM-004
IPM-004,barnyardgrass,G,
IPM-004,crabgrass,G,
IPM-004,foxtail,G,
IPM-004,goosegrass,G,
IPM-004,johnsongrass_seedling,G,
IPM-004,fall_panicum,G,
IPM-004,texas_panicum,G,
IPM-004,italian_ryegrass,F,
IPM-004,sandbur,G,
IPM-004,signalgrass,F,
# Glyphosate (POST) = IPM-029
IPM-029,barnyardgrass,G,
IPM-029,bahiagrass,F,
IPM-029,crabgrass,G,
IPM-029,centipede,F,
IPM-029,dallisgrass,F,
IPM-029,foxtail,G,
IPM-029,knotroot_foxtail,G,
IPM-029,goosegrass,G,
IPM-029,johnsongrass,G,
IPM-029,johnsongrass_seedling,E,
IPM-029,nutsedge,F,
IPM-029,fall_panicum,G,
IPM-029,texas_panicum,G,
IPM-029,sandbur,G,
IPM-029,signalgrass,G,
IPM-029,smutgrass,G,
IPM-029,vaseygrass,F,
# Outrider = IPM-024
IPM-024,centipede,G,
IPM-024,johnsongrass,E,
IPM-024,johnsongrass_seedling,E,
IPM-024,nutsedge,G,
# Impose/Plateau = IPM-020
IPM-020,bahiagrass,E,
IPM-020,centipede,E,
IPM-020,crabgrass,G,
IPM-020,dallisgrass,F,
IPM-020,foxtail,G,
IPM-020,knotroot_foxtail,F,
IPM-020,goosegrass,F,
IPM-020,johnsongrass,G,
IPM-020,johnsongrass_seedling,E,
IPM-020,nutsedge,G,
IPM-020,fall_panicum,G,
IPM-020,texas_panicum,F,
IPM-020,italian_ryegrass,G,
IPM-020,sandbur,G,
IPM-020,signalgrass,G,
IPM-020,vaseygrass,G,
# Various Metsulfuron methyl = IPM-038
IPM-038,bahiagrass,G,
IPM-038,buttercup,G,
IPM-038,bitter_sneezeweed,G,
IPM-038,pigweed,G,
# Cimarron Max grasses
IPM-010,bahiagrass,G,
# ---- Sorghum scenario grasses (Table 2) ----
IPM-041,horsenettle,P,
IPM-041,horseweed,G,
IPM-041,buttercup,G,
IPM-041,ragweed,E,
IPM-042,crabgrass,F,
IPM-042,fall_panicum,F,
IPM-042,foxtail,G,
IPM-042,signalgrass,P,
IPM-042,texas_panicum,P,
IPM-042,horseweed,E,
IPM-042,plantain,E,
IPM-042,redroot_pigweed,E,
IPM-042,shepherdspurse,E,
IPM-042,smartweed,E,
IPM-042,wild_mustard,E,
# ---- Legume scenario (Table 2) ----
# Eptam (PPI) = IPM-049
IPM-049,crabgrass,E,
IPM-049,fall_panicum,E,
IPM-049,foxtail,E,
IPM-049,signalgrass,F,
IPM-049,texas_panicum,F,
IPM-049,nutsedge,G,
# Gramoxone SL legumes = IPM-050
IPM-050,crabgrass,G,
IPM-050,fall_panicum,G,
IPM-050,foxtail,G,
IPM-050,signalgrass,G,
IPM-050,texas_panicum,G,
IPM-050,nutsedge,P,
IPM-050,bitterweed,E,
IPM-050,buttercup,E,
IPM-050,curly_dock,E,
IPM-050,horsenettle,E,
IPM-050,horseweed,P,
IPM-050,plantain,E,
IPM-050,redroot_pigweed,E,
IPM-050,smartweed,E,
# Pursuit = IPM-052
IPM-052,crabgrass,F,
IPM-052,fall_panicum,F,
IPM-052,foxtail,E,
IPM-052,signalgrass,G,
IPM-052,texas_panicum,P,
IPM-052,nutsedge,F,
IPM-052,redroot_pigweed,E,
IPM-052,curly_dock,F,
IPM-052,horseweed,P,
IPM-052,plantain,F,
IPM-052,shepherdspurse,G,
IPM-052,wild_mustard,G,
# Select Max = IPM-053
IPM-053,crabgrass,E,
IPM-053,fall_panicum,E,
IPM-053,foxtail,E,
IPM-053,signalgrass,E,
IPM-053,texas_panicum,G,
# Poast Plus legumes = IPM-054
IPM-054,crabgrass,E,
IPM-054,fall_panicum,E,
IPM-054,foxtail,E,
IPM-054,signalgrass,G,
IPM-054,texas_panicum,G,
